"nom_methode_dpe","version_methode_dpe","date_etablissement_dpe","consommation_energie","classe_consommation_energie","estimation_ges","classe_estimation_ges","annee_construction","surface_thermique_lot","latitude","longitude","result_label","result_score","tr001_modele_dpe_type_libelle","tr002_type_batiment_description"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-15",419,"F",25,"D",1948,90,46.321061,-0.45830699999999996,"37 Rue du Parvis Saint-hilaire 79000 Niort",0.96,"Vente","Maison Individuelle"
"FACTURE - DPE","V2012","2013-05-07",448.13,"F",107.91,"G",1948,50,50.106889,2.261209,"7 Rue des Juifs 80750 Candas",0.74,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-04",391,"F",91,"G",1965,128,43.902572,2.172619,"10 Chemin de la Rouquette 81990 Puygouzon",0.94,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-08",205,"D",8,"B",2006,55,43.914601,1.3759649999999999,"704 Avenue Jean Jaurès 82370 Labastide-Saint-Pierre",0.84,"Location","Logement"
"3CL - DPE","V2012","2013-05-02",168.6,"D",39.45,"E",1970,66.51,43.142484,5.749112,"5 Rue Jenner 83150 Bandol",0.72,"Copropriété","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-22",311,"E",72,"F",1948,70,43.947109000000005,4.834563,"13 Rue des Catalans 84000 Avignon",0.5,"Vente","Logement"
"TROIS_CL_DPE","VERSION_2012","2013-05-19",282.86,"E",15.31,"C",1998,88,46.723690999999995,-1.9475209999999998,"14 Rue du Faix aux Chiens 85270 Saint-Hilaire-de-Riez",0.84,"Location","Maison Individuelle"
"3CL - DPE","V2012","2013-05-21",225.33,"D",35.77,"D",1972,105,46.683726,0.366073,"7 Rue de Chante Alouette 86130 Jaunay-Marigny",0.64,"Location","Logement"
"3CL - DPE","V2012","2013-05-23",123.3,"C",1.6,"A",1947,109,45.871006,1.422085,"La Roche Nantiat 87590 Saint-Just-le-Martel",0.64,"Vente","Logement"
"3CL - DPE","V2012","2013-05-22",498.78,"G",25.73,"D",1968,70,48.32365,6.127008999999999,"36 Rue de Nancy 88500 Poussay",0.63,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-06-07",0,"N",0,"N",1947,95,47.923427000000004,3.513304,"5 Rue de Villemer 89400 Bassou",0.94,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-06-05",243,"E",11,"C",2001,91,47.630873,6.827964,"4 Rue de l'Escale 90850 Essert",0.76,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-13",193,"D",45,"E",1989,90.75,48.614946,2.2663729999999997,"4 Rue Georges Brassens 91310 Leuville-sur-Orge",0.95,"Vente","Maison Individuelle"
"FACTURE - DPE","V2012","2013-05-13",197.19,"D",75.72,"F",1974,77.59,48.826905,2.248841,"2 Place Saint Germain des Longs Pres 92100 Boulogne-Billancourt",0.87,"Vente","Logement"
"Méthode Facture",,"2013-05-15",223,"D",7,"B",1947,70.92,48.922522,2.387887,"45 Rue Emile Zola 93120 La Courneuve",0.72,"Vente","Logement"
"FACTURE","VERSION_2012","2013-05-17",223.89,"D",52.39,"E",1947,67.68,48.852786,2.448623,"2 Rue de la Solidarité 94120 Fontenay-sous-Bois",0.84,"Vente","Logement"
"Méthode Facture",,"2013-05-14",316,"E",10,"B",1947,17.08,49.034923,2.00044,"26 Rue Raymond Berrivin 95800 Courdimanche",0.95,"Location","Logement"
"TROIS_CL_DPE","VERSION_2012","2013-05-16",330.39,"E",16.15,"C",1989,123,46.072041,5.206996,"874 Rue de la Dombes 01240 Dompierre-sur-Veyle",0.82,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-05-28",203,"D",55,"E",1947,99,49.571699,3.889486,"13 Rue Aristide Briand 02150 Sissonne",0.94,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-29",144,"C",33,"D",2001,95.8,46.515316,3.3628099999999996,"2 bis Rue du Pré des Dames 03400 Toulon-sur-Allier",0.94,"Location","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-13",912,"G",59,"F",1948,36.63,44.168056,6.607531,"Residence Ancien Hotel Suisse 04370 Villars-Colmars",0.36,"Vente","Logement"
"Méthode Facture",,"2013-06-12",0,"N",0,"N",1947,106,44.6689,6.6236,"Mont-Dauphin",0.47,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-06",132,"C",4,"A",2001,75.42,43.550045000000004,6.974400999999999,"3 Rue de Roquebilliere 06150 Cannes",0.58,"Vente","Logement"
"3CL - DPE","V2012","2013-05-30",170.87,"D",30.25,"D",1982,102,45.252877000000005,4.714804,"40 Place Hector Berlioz 07430 Davézieux",0.8,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-06-12",143,"C",27,"D",1974,144,49.742934000000005,4.599187000000001,"9 Rue des Tilleuls 08090 Neuville-lès-This",0.8,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-06-11",139.56,"C",38.24,"E",1996,77.71,43.135495,1.3075729999999999,"123 Cazaleres 09350 Daumazan-sur-Arize",0.73,"Vente","Maison Individuelle"
"3CL-DPE","1.3","2013-06-06",320.36,"E",4.35,"A",1983,92.92,48.540141999999996,4.065762,"5 Voie Creuse 10700 Pouan-les-Vallées",0.78,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-22",207,"D",9,"B",1983,88,43.171244,2.321559,"10 Pl Mal de Lattre de Tassigny 11570 Cavanac",0.68,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-21",125,"C",29,"D",1948,108.74,44.354613,2.576651,"41 Rue Saint Cyrice 12000 Rodez",0.95,"Location","Logement"
"FACTURE","VERSION_2012","2013-05-10",277.25,"E",43.85,"E",1970,58,43.441962,5.255739,"Résidence le Muguet 13127 Vitrolles",0.58,"Vente","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-15",256,"E",11,"C",1989,46.74,49.188390000000005,-0.355746,"5 Avenue Croix Guerin 14000 Caen",0.83,"Vente","Logement"
"FACTURE","VERSION_2012","2013-06-28",0,"N",0,"N",1900,199,45.033991,3.094688,"12 Place d'Armes 15100 Saint-Flour",0.8,"Location","Bâtiment collectif à usage principal d'habitation"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-22",187,"D",43,"E",1948,128.22,45.643381,0.16841199999999998,"Allee de Bellevue 16000 Angoulême",0.51,"Vente","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-16",311,"E",17,"C",2001,45,46.150959,-1.155791,"15 Rue de la Desiree 17000 La Rochelle",0.89,"Location","Logement"
"3CL - DPE","V2012","2013-05-21",240.06,"E",10.02,"B",1947,76,47.080529,2.4059049999999997,"32 Rue de Sarrebourg 18000 Bourges",0.81,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-06-15",0,"N",0,"N",1947,45.1,45.157857,1.532784,"20 Rue des Echevins 19100 Brive-la-Gaillarde",0.66,"Vente","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation"
"Méthode Facture",,"2013-05-24",0,"N",0,"N",1947,110,47.506815,4.1741410000000005,"13 Rue des Forges 21460 Époisses",0.94,"Centre commercial","Centre Commerciaux"
"3CL - DPE","V2012","2013-05-14",299.57,"E",13.59,"C",1970,38.82,48.582661,-2.539123,"Rue de la Jeannette 22370 Pléneuf-Val-André",0.66,"Vente","Maison Individuelle"
"TROIS_CL_DPE","VERSION_2012","2013-07-04",287.23,"E",62.15,"F",1975,115.6,45.956185999999995,1.749052,"3 Allée de la Voie Dieu 23400 Bourganeuf",0.8,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-25",87,"B",10,"B",2006,210,45.169121000000004,0.724068,"3 Allee de Touvent 24660 Sanilhac",0.58,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-05-30",138.82,"C",32.48,"D",2000,73,47.2465,6.02682,"12 b Rue de Belfort 25000 Besançon",0.45,"Vente","Logement"
"Méthode Facture",,"2013-05-22",0,"N",0,"N",1947,67,45.070875,4.8392599999999995,"9 Avenue du Docteur Paul Durand 26600 Tain-l'Hermitage",0.67,"Location","Logement"
"FACTURE - DPE","V2012","2013-05-24",42.28,"A",9.89,"B",2006,101.48,49.089436,1.455164,"5 Rue Louis Aragon 27200 Vernon",0.75,"Neuf","Maison Individuelle"
"3CL - DPE","V2012","2013-05-23",179,"D",51,"E",1974,123,48.8631,1.426949,"Gds Moulins et les Cordeli 28260 Anet",0.29,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-05-15",194.02,"D",24.36,"D",1940,73.35,47.992277,-4.092012,"5 Rue du Maquis 29000 Quimper",0.76,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-10",183,"D",42,"E",1948,70.33,41.936555,8.75947,"Residence Montana Ave Mont Thabor 20090 Ajaccio",0.61,"Location","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-08-01",123,"C",28,"D",1975,55.08,42.692836,9.445083,"Residence les Torettes 20200 Bastia",0.73,"Vente","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-21",211,"D",11,"C",1948,128.5,43.965416999999995,4.706208,"1681 Route d'Avignon 30650 Rochefort-du-Gard",0.64,"Vente","Logement"
"Méthode Facture",,"2013-05-03",165,"D",38,"E",1947,74.7,43.611954,1.469366,"22 Chemin de Heredia 31500 Toulouse",0.79,"Vente","Logement"
"3CL - DPE","V2012","2013-06-13",0,"N",0,"N",1900,100,44.017446,0.647827,"À Lamothe 32700 Sempesserre",0.33,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-06",120,"C",28,"D",2006,67,44.781015999999994,-0.412307,"3 Rue Emile Lial 33670 Sadirac",0.68,"Vente","Logement"
"3CL - DPE","V2012","2013-05-14",90.49,"B",2.95,"A",1931,175.41,43.331163000000004,3.287042,"Avenue de la Montagnette 34420 Villeneuve-lès-Béziers",0.54,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-08",118,"C",27,"D",2001,69.23,48.079984,-1.714044,"12 Rue François Mitterrand 35136 Saint-Jacques-de-la-Lande",0.95,"Vente","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-06",188,"D",44,"E",1978,98,46.572658000000004,1.9826150000000002,"3 Avenue de Verdun 36400 La Châtre",0.95,"Location","Maison Individuelle"
"FACTURE - DPE","V2012","2013-05-29",182.1,"D",8.36,"B",2006,92.08,47.318164,0.926366,"Rue de Grandlay 37270 Athée-sur-Cher",0.53,"Neuf","Maison Individuelle"
"Méthode Facture",,"2013-05-16",326,"E",10,"B",1947,61,45.373205,4.812709,"2 Rue Fernand Léger 38150 Roussillon",0.95,"Vente","Logement"
"3CL - DPE","V2012","2013-05-18",153.8,"D",46.14,"E",2003,95,47.107172,5.444093,"6 Rue de l'Avenir 39100 Champvans",0.83,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-22",209,"D",10,"B",1989,98.45,43.598417,-1.4327299999999998,"5 Impasse des Geais 40530 Labenne",0.95,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-22",427,"F",24,"D",1948,69.4,47.621553000000006,1.3770209999999998,"3 quater Rue du Vieux Macé 41000 Saint-Denis-sur-Loire",0.94,"Location","Maison Individuelle"
"3CL - DPE","V2012","2013-05-21",136,"C",24,"D",1974,300,45.398422,4.348692,"7 Rue de Cotatay 42500 Le Chambon-Feugerolles",0.83,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-06-04",398,"F",84,"G",1947,31.44,45.303724,4.2763480000000005,"8 Faubourg de Lyon 43140 Saint-Didier-en-Velay",0.94,"Location","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-10",203,"D",9,"B",1989,120.1,47.039502,-1.625649,"41 Rue des Guittières 44310 Saint-Philbert-de-Grand-Lieu",0.95,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-05-02",188.59,"D",8.59,"B",2000,129.73,47.789637,2.207105,"3 Allée des Bouleaux 45510 Tigy",0.76,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-06-27",293,"E",65,"F",1947,82,44.683981,1.2539930000000001,"Route de Pech Mament 46340 Salviac",0.69,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-05-17",0,"N",0,"N",1947,32,44.398109000000005,0.587465,"1 Rue du Docteur Menaud 47110 Sainte-Livrade-sur-Lot",0.84,"Location","Logement"
"3CL - DPE","V2012","2013-07-16",594.99,"G",35.74,"D",1997,65.5,44.462717,3.927229,"Lotissement du Lac 48800 Pourcharesses",0.5,"Vente","Maison Individuelle"
"FACTURE - DPE","V2012","2013-05-23",221.46,"D",39.24,"E",1948,260.53,47.116715,-0.24025900000000003,"2 Rue de Virolai 49260 Le Puy-Notre-Dame",0.74,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-05-14",373,"F",94,"G",1947,59.05,49.628122999999995,-1.625694,"4 Rue du Vermandois 50130 Cherbourg-en-Cotentin",0.61,"Location","Logement"
"3CL - DPE","V2012","2013-05-24",156,"D",5,"A",1950,210,49.133292,4.539043,"19 Route de Perthes 51600 Suippes",0.77,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-06-25",229,"D",25,"D",1974,0,48.063634,5.178364,"Sur le Cote des Fourches 52000 Verbiesles",0.61,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-05-27",300.07,"E",15.15,"C",1977,95.81,48.271489,-0.5842930000000001,"La Bazoge-Montpinçon",0.45,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-05-23",483,"F",62,"E",1947,66,48.673306,5.887135,"10 Rue Chanzy 54200 Toul",0.95,"Vente","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation"
"Méthode Facture",,"2013-06-13",0,"N",0,"N",1947,162,48.800307000000004,4.95579,"280 Place des Paquis 55800 Contrisson",0.94,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-05-14",189.18,"D",44.27,"E",2002,38.94,48.068319,-2.967696,"8 Place Bisson 56300 Pontivy",0.75,"Vente","Logement"
"3CL - DPE","V2012","2013-05-27",418.35,"F",97.89,"G",1950,63.9,49.129351,6.276227,"1 Rue de l'Amitié 57645 Noisseville",0.78,"Vente","Logement"
"3CL - DPE","V2012","2013-06-06",134.3,"C",31.43,"D",2005,115,47.020998999999996,3.0795169999999996,"28 Rue Francois Mitterrand 58600 Fourchambault",0.78,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-05-11",124,"C",21,"D",1947,150,50.624987,3.116099,"300 Rue Roger Salengro 59260 Lille",0.75,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-05-17",435,"F",11,"C",1947,35,49.143018,2.4714840000000002,"1 Rue de la Charmée 60580 Coye-la-Forêt",0.94,"Vente","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-23",340,"F",21,"D",1948,112.11,48.840402000000005,0.5122220000000001,"3 Rue de l'Aigle 61550 La Ferté-en-Ouche",0.7,"Location","Maison Individuelle"
"3CL - DPE","V2012","2013-05-14",114.02,"C",26.68,"D",1950,88.5,50.42865,2.828712,"24 Rue de la Paix 62300 Lens",0.68,"Location","Logement"
"3CL - DPE","V2012","2013-05-31",234.3,"E",54.83,"E",1978,79,45.765060999999996,3.108487,"4 Impasse Lafayette 63000 Clermont-Ferrand",0.83,"Location","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-16",105,"C",24,"D",1983,133,43.471408000000004,-1.424269,"22 Allee des Lauriers 64990 Mouguerre",0.76,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-28",434,"F",24,"D",1948,54.22,43.204001,0.09923799999999999,"3 Rue Jean Maumus 65430 Soues",0.94,"Vente","Logement"
"3CL - DPE","V2012","2013-05-10",397.38,"F",12.94,"C",1947,31.45,42.735344,2.571202,"5 Impasse du Rebelly 66720 Caramany",0.68,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-23",448,"F",24,"D",2006,26.1,48.589987,7.747476,"3 Rue du Maréchal Foch 67000 Strasbourg",0.96,"Location","Logement"
"3CL - DPE","V2012","2013-05-24",394,"F",42,"E",1972,48,47.566263,7.532449000000001,"61 Rue de Bourgfelden 68220 Hégenheim",0.45,"Location","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-06",265,"E",46,"E",1948,51.8,45.741157,4.918936,"31 Rue de Montferrat 69500 Bron",0.86,"Vente","Logement"
"Méthode Facture",,"2013-06-21",216,"D",7,"B",1947,49.73,47.422249,6.071524,"2 Rue de la Creuse 70190 Rioz",0.94,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-05-27",289,"E",8,"B",1947,122,46.499417,4.603219,"La Tour de Zuble (Massy) 71250 La Vineuse sur Fregande",0.5,"Vente","Maison Individuelle"
"FACTURE - DPE","V2012","2013-05-27",74.07,"B",17.33,"C",2006,3770.92,48.022475,0.16453800000000002,"Rue Lamarck 72000 Le Mans",0.41,"Neuf","Maison Individuelle"
"FACTURE - DPE","V2012","2013-05-29",213.56,"D",11.01,"C",2006,113.85,45.446166,6.0384269999999995,"Imp du Rivet 73800 Laissaud",0.45,"Neuf","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-17",414,"F",22,"D",2006,95,45.786628,6.055837,"Imp de la Chena 74540 Gruffy",0.77,"Vente","Maison Individuelle"
"FACTURE - DPE","V2012","2013-05-07",402.6,"F",13.11,"C",1948,44,48.834112,2.394417,"299 Rue de Charenton 75012 Paris",0.85,"Vente","Logement"
"Méthode Facture",,"2013-05-10",139,"C",41,"E",1947,129,49.457390000000004,1.089274,"13 Rue Michel 76130 Mont-Saint-Aignan",0.57,"Vente","Logement"
"3CL - DPE","V2012","2013-05-11",100.84,"C",6.92,"B",1930,142,48.320775,2.914112,"16 Rue de la Maladrerie 77130 Dormelles",0.62,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-05-10",177.1,"D",37.57,"E",1982,114.64,48.767475,2.035215,"1 Rue Gérard de Nerval 78180 Montigny-le-Bretonneux",0.85,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-05-15",264,"E",8,"B",1947,121.93,46.358016,-0.368208,"111 Rue du Sailier 79180 Chauray",0.95,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-05-03",348.36,"F",19.71,"C",1988,88,50.061326,1.8087970000000002,"Villers sur Mareuil 80132 Huchenneville",0.57,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-04",164,"D",38,"E",2001,112,43.937845,2.091128,"Impasse des Garrabets 81150 Castelnau-de-Lévis",0.94,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-08",205,"D",8,"B",2006,55,43.914601,1.3759649999999999,"704 Avenue Jean Jaurès 82370 Labastide-Saint-Pierre",0.84,"Location","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-06",145,"C",5,"A",1989,103.65,43.419408000000004,6.425014,"91 Chemin de la Condamine 83550 Vidauban",0.66,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-05-21",120.3,"C",26.85,"D",1998,130.1,43.978978999999995,4.9196279999999994,"685 Chemin de Tayolle 84270 Vedène",0.78,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-05-20",292,"E",9,"B",1947,125,46.77442,-0.749799,"2 Gâte-bourse 85700 Saint-Mesmin",0.94,"Vente","Maison Individuelle"
"FACTURE - DPE","V2012","2013-05-22",42.73,"A",10,"B",2006,104.33,46.636383,0.3117,"Rue des Lourdines 86440 Migné-Auxances",0.8,"Neuf","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-23",225,"D",53,"E",1948,104,46.005463,1.139723,"1 Avenue du 8 Mai 1945 87140 Chamboret",0.81,"Location","Maison Individuelle"
"3CL - DPE","V2012","2013-05-27",463.3,"G",23.82,"D",1949,13,48.072031,6.870959,"9 Rue de la 3e Dia et 2e Rsar 88400 Gérardmer",0.56,"Location","Logement"
"facture","1.3","2013-06-04",0,"A",0,"A",1974,82,47.967172999999995,3.5280099999999996,"1 Rue Hippolyte Rossignol 89400 Migennes",0.65,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-06-06",252,"E",59,"F",1974,115.47,47.640107,6.859311,"7 Quai Vauban 90000 Belfort",0.83,"Location","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-11",225,"D",9,"B",2006,56.6,48.607699,2.31018,"7 Avenue Normandie-niemen 91220 Brétigny-sur-Orge",0.95,"Vente","Logement"
"FACTURE - DPE","V2012","2013-05-13",204.55,"D",61.36,"F",1974,30.45,48.820522,2.291375,"Rue Jean Bleuzen 92170 Vanves",0.75,"Location","Maison Individuelle"
"Méthode Facture",,"2013-05-15",110,"C",25,"D",1947,120,48.883217,2.42049,"59 Rue du Tapis Vert 93260 Les Lilas",0.88,"Vente","Maison Individuelle"
"FACTURE - DPE","V2012","2013-05-15",563.69,"F",18.35,"C",1974,,48.846987,2.418468,"5 bis Rue Fays 94160 Saint-Mandé",0.78,"Vente","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation"
"Méthode Facture",,"2013-05-14",361,"F",11,"C",1947,17.79,49.034923,2.00044,"26 Rue Raymond Berrivin 95800 Courdimanche",0.95,"Location","Logement"
"TROIS_CL_DPE","VERSION_2012","2013-05-16",283.39,"E",33.31,"D",2013,32.58,46.317069000000004,4.946333,"Bage-la-ville (Bâgé-la-Ville) 01380 Bâgé-Dommartin",0.54,"Location","Logement"
"3CL - DPE","V2012","2013-05-29",122.37,"C",28.63,"D",1920,88.87,49.381538,3.3124839999999995,"38 bis Avenue de Compiègne 02200 Soissons",0.83,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-29",325,"E",19,"C",1989,142.87,46.292521,2.579757,"29 Route des Agroles 03410 Lignerolles",0.84,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-06-13",239.01,"E",11.7,"C",2013,77.93,43.841245,5.786493,"765 Boulevard des Cougourdelles 04100 Manosque",0.67,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-12",441,"F",23,"D",1975,23.28,44.621758,6.637556,"Residence l'Oree du Bois 05600 Risoul",0.51,"Vente","Logement"
"Méthode Facture",,"2013-05-06",243,"E",57,"F",1947,60.88,43.714444,7.258182000000001,"52 Avenue Bellevue 06100 Nice",0.88,"Vente","Logement"
"3CL - DPE","V2012","2013-05-28",379.46,"F",21.54,"D",1978,74.5,44.536613,4.690206,"Hlm la Violette 07400 Le Teil",0.58,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-06-12",0,"N",0,"N",1947,114.62,49.697179,4.421916,"8 Rue Brodart 08460 Signy-l'Abbaye",0.94,"Vente","Maison Individuelle"
"3CL","v15c","2013-06-13",441.18,"F",104.54,"G",1974,96.8,42.842065999999996,1.6073879999999998,"5 Rue du Général de Gaulle 09400 Tarascon-sur-Ariège",0.84,"Location","Maison Individuelle"
"3CL-DPE","1.3","2013-06-07",196.12,"D",45.89,"E",1975,95.76,48.322227000000005,4.123481,"1 Rue Pasteur 10150 Creney-près-Troyes",0.57,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-23",164,"D",8,"B",1983,117,43.200773999999996,2.394539,"499 Avenue des Platanes 11000 Carcassonne",0.96,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-21",208,"D",48,"E",1975,72.02,44.348463,2.562569,"24 Rue de Paraire 12000 Rodez",0.86,"Location","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-11",163,"D",2,"A",1962,125,43.43093,5.381752,"8 Boulevard des Chenes 13480 Cabriès",0.75,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-05-15",216,"D",7,"B",1947,160,48.874221999999996,-0.419446,"Pont-d'Ouilly",0.59,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-28",347,"F",20,"C",1948,120,44.905843,2.4809959999999998,"15 Rue des Crozes 15130 Arpajon-sur-Cère",0.95,"Location","Maison Individuelle"
"Méthode Facture",,"2013-05-22",0,"N",0,"N",1947,87.26,45.944903000000004,0.11465,"23 Route de Ligné 16140 Charmé",0.93,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-16",311,"E",17,"C",2001,45,46.150959,-1.155791,"15 Rue de la Desiree 17000 La Rochelle",0.89,"Location","Logement"
